id,title,date,notes,physicalDescription,object_type,topic,hue,saturation,lightness,vibrant,muted,darkVibrant,darkMuted,lightVibrant,material_1_x,image,material,recordLink,record_urls,addl_urls
ld1-1643406967081-1643406993228-1,Beaded Hat,2010s,"Kupash. Man' hat. Worn by royals. Source: Joseph Cornet, Art Royal Kuba Milan: Grfica Sipiel Milano, 1982. pg 216",15.5 cm,Hats,Anthropology,54.8,94.54,35.88,#b2a305,#ae8c58,#0d5199,#452f58,#fbf07e,,https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3427a9b66c1f94f488d027da68819b08c/640,Embellishments and Adhesives,http://n2t.net/ark:/65665/302ff0e8c-f55c-4e0f-8dbe-4cbe069b400a,"['https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3427a9b66c1f94f488d027da68819b08c/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m30eab9b609feb4e7ab2126d8ac1625ff5/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m36391fa372b424b769ca98f783a198840/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m33b95fac142644da9950bf27def66e4af/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m35779861293614a709630764208e23a0d/640']","['https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3427a9b66c1f94f488d027da68819b08c/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m30eab9b609feb4e7ab2126d8ac1625ff5/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m36391fa372b424b769ca98f783a198840/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m33b95fac142644da9950bf27def66e4af/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m35779861293614a709630764208e23a0d/640']"
ld1-1643398738600-1643398751214-0,"Purple, gold, and rhinestone hat pin from Mae's Millinery Shop",1940s,Metal hatpin with ornate decoration of purple beads and gold colored metal spacers glued to the top of the pin. The tip has a large oval purple rhinestone surrounded by a double layer of clear rhinestones.,"metal, rhinestones, and plastic",Hatpins,Women,36.28,35.83,52.94,#b2905c,#ac845e,#42351b,#564a31,#d4c1a4,Embellishments and Adhesives,https://ids.si.edu/ids/deliveryService?id=NMAAHC-24C75E5DDD912_5001,Embellishments and Adhesives,https://nmaahc.si.edu/object/nmaahc_2016.48.94.2,,https://ids.si.edu/ids/deliveryService?id=NMAAHC-24C75E5DDD912_5001.jpg
ld1-1643406825086-1643406863640-0,Hat,1970s,30 Jul 2020,,Hats,Anthropology,32.0,36.89,52.16,#b28858,#98714f,#5c3f2b,#4c3829,#d5bea4,,https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3619cd03c5a964c909f08bb7d1b425434/640,Natural Fibers and Straw,http://n2t.net/ark:/65665/3313557b5-7452-4f49-8034-ea295e92e2af,"['https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3fc4c01d3d3d84e68b981e6bd603a5237/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m35cd3bdef3dc14a699bd781d1fadf7ba8/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m395fb713d6b6a4232ba2ef642c691ecc6/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3c122460adc8643ddb9c72b8788724608/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m32c1019fc290a4398ba4afff9cc7273d0/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3d2b485a9c67243a18d56aef7225a7abc/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3619cd03c5a964c909f08bb7d1b425434/640']","['https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3fc4c01d3d3d84e68b981e6bd603a5237/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m35cd3bdef3dc14a699bd781d1fadf7ba8/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m395fb713d6b6a4232ba2ef642c691ecc6/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3c122460adc8643ddb9c72b8788724608/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m32c1019fc290a4398ba4afff9cc7273d0/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3d2b485a9c67243a18d56aef7225a7abc/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3619cd03c5a964c909f08bb7d1b425434/640']"
ld1-1643406825086-1643406847788-0,Ivory Ornaments (1 Pair),1870s,"FROM CARD: ""36404-7.... #36407 *ILLUS. IN BAE 18TH AR, PT.1; P1. LXIII-11; P. 164. INVENTORIED 1975.""",,Hats,Anthropology,34.29,38.89,50.59,#b28850,#9f815d,#724f2a,#563a27,#cbad7e,,https://ids.si.edu/ids/deliveryService/id/ark:/65665/m39894404be8164b8bb7ea8a2fdbaab7bf/640,Embellishments and Adhesives,http://n2t.net/ark:/65665/3feac71e0-b42c-4f29-8d68-af75ae7c9484,"['https://ids.si.edu/ids/deliveryService/id/ark:/65665/m32986372b4a704defa70d586ee4da5f7e/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3b0becb16a1aa4248993d8ef8e95578fa/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m35b36d6721aeb4ed58240c5c2e620596d/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m380e75cd952ef466a982cf96c62f9ef31/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m32aaa52bad29b4c6eab2c4ce1133fcdfa/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3a7f9f2b65a924e07abb5648583b77606/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m38559253591e0478a841ed03ce45e5c40/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3bbdd66e4869e4a71988030c39fe8b1a6/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3760e3a4867fb460abc45b8054a819315/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m368d71083b8b34efa9f27e65e3a76f7d1/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m39894404be8164b8bb7ea8a2fdbaab7bf/640']","['https://ids.si.edu/ids/deliveryService/id/ark:/65665/m32986372b4a704defa70d586ee4da5f7e/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3b0becb16a1aa4248993d8ef8e95578fa/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m35b36d6721aeb4ed58240c5c2e620596d/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m380e75cd952ef466a982cf96c62f9ef31/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m32aaa52bad29b4c6eab2c4ce1133fcdfa/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3a7f9f2b65a924e07abb5648583b77606/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m38559253591e0478a841ed03ce45e5c40/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3bbdd66e4869e4a71988030c39fe8b1a6/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3760e3a4867fb460abc45b8054a819315/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m368d71083b8b34efa9f27e65e3a76f7d1/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m39894404be8164b8bb7ea8a2fdbaab7bf/640']"
ld1-1643399134763-1643399189293-0,"Fire Helmet, ""Asst. Chief Engineer F. W. K.""",1880s,"The traditional American Leather & Animal firefighter’s helmet with its distinctive long rear brim, frontpiece, and crest adornment was first developed around 1821-1836 in New York City. Henry T. Gratacap, a New York City luggage maker by trade, is often credited as the developer of this style of fire helmet. Gratacap created a specially treated Leather & Animal helmet with a segmented “comb” design that led to unparalleled durability and strength. The elongated rear brim (also known as a duckbill or beavertail) and frontpiece were 19th century innovations that remain the most identifiable feature of firefighter’s helmets. The body of the helmet was primarily designed to deflect falling debris, the rear brim prevented water from running down firefighters’ backs, and their sturdy crowns could aid, if necessary, in breaking windows.",Leather & Animal (overall material),Fire hats,Fire Helmets,34.44,39.71,50.0,#b2874c,#8f714d,#5c4627,#6d6464,#d6bfa0,Leather,https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05010,Leather & Animal,,,https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05010.jpg
ld1-1643399134763-1643399189392-0,"Fire Helmet, ""U.F.I.""",1900s,"The traditional American Leather & Animal firefighter’s helmet with its distinctive long rear brim, frontpiece, and crest adornment was first developed around 1821-1836 in New York City. Henry T. Gratacap, a New York City luggage maker by trade, is often credited as the developer of this style of fire helmet. Gratacap created a specially treated Leather & Animal helmet with a segmented “comb” design that led to unparalleled durability and strength. The elongated rear brim (also known as a duckbill or beavertail) and frontpiece were 19th century innovations that remain the most identifiable feature of firefighter’s helmets. The body of the helmet was primarily designed to deflect falling debris, the rear brim prevented water from running down firefighters’ backs, and their sturdy crowns could aid, if necessary, in breaking windows.",Leather & Animal (overall material),Fire hats,Fire Helmets,21.67,40.0,50.0,#b2714c,#8f7f6e,#3f281b,#483c35,#fcecec,Leather,https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05403,Leather & Animal,,,https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05403.jpg
ld1-1643406825086-1643406854291-0,Ivory Ornament For Cap,1870s,16 Mar 2021,,Hats,Anthropology,35.71,35.0,52.94,#b18f5d,#a08262,#825f39,#59473d,#d6c295,,https://ids.si.edu/ids/deliveryService/id/ark:/65665/m323bcc19ea3514b288d90ae675bec3b0d/640,Embellishments and Adhesives,http://n2t.net/ark:/65665/38e5abd99-d503-4f11-9836-9483eb9005f9,"['https://ids.si.edu/ids/deliveryService/id/ark:/65665/m31e383d70e5c64a67a920d6decb16bd43/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m34cd7620833ab4bf19601160993e643fd/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m32cec1c10bbb5421cba7ba8e00a48bb79/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m37fe9707e30cd4a51a684641bfcee74fa/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3cf0f7abe3a734a85a5d05c7ea3af709f/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m34b0a48ba47474c199cb7bb85c56ce22a/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m31ef34e8d964a4ffdb3d7cbca7907b34e/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m31de27d5958784d1f91462f4b784ec616/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m323bcc19ea3514b288d90ae675bec3b0d/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3f9d9e64afca9415fabb3312c9e6dabd7/640']","['https://ids.si.edu/ids/deliveryService/id/ark:/65665/m31e383d70e5c64a67a920d6decb16bd43/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m34cd7620833ab4bf19601160993e643fd/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m32cec1c10bbb5421cba7ba8e00a48bb79/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m37fe9707e30cd4a51a684641bfcee74fa/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3cf0f7abe3a734a85a5d05c7ea3af709f/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m34b0a48ba47474c199cb7bb85c56ce22a/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m31ef34e8d964a4ffdb3d7cbca7907b34e/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m31de27d5958784d1f91462f4b784ec616/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m323bcc19ea3514b288d90ae675bec3b0d/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3f9d9e64afca9415fabb3312c9e6dabd7/640']"
ld1-1643406967081-1643406993235-0,Hat,2010s,"Laket ladiish dimbo. Man's hat. Source: Joseph Cornet, Art Royal Kuba Milan: Grfica Sipiel Milano, 1982. pt 214",13 cm,Hats,Anthropology,37.33,36.59,51.76,#b18f57,#8b6953,#8d6c3b,#56402a,#cdae7a,,https://ids.si.edu/ids/deliveryService/id/ark:/65665/m39be29207165a4fba8f05e328b2ce124a/640,Natural Fibers and Straw,http://n2t.net/ark:/65665/37fc6d294-d3eb-43d2-8779-620a41a4f951,"['https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3d35e01d08a394ef5844ffecaeb521450/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3e03146de973f44f98dbf8b775baa34ee/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m34c2b62a424024946a113f94553845d44/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m39be29207165a4fba8f05e328b2ce124a/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3ec13e4f5e67f4d1897bd8cc4966a70d9/640']","['https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3d35e01d08a394ef5844ffecaeb521450/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3e03146de973f44f98dbf8b775baa34ee/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m34c2b62a424024946a113f94553845d44/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m39be29207165a4fba8f05e328b2ce124a/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3ec13e4f5e67f4d1897bd8cc4966a70d9/640']"
ld1-1643406825086-1643406883688-1,Hat Of Fine Spruce Root Fibre,1880s,30 Jul 2020,,Hats,Anthropology,42.72,54.59,44.9,#b18d34,#557cac,#9a6e14,#443d32,#7cabdb,,https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3815c604770e04477b697113e1c15029d/640,Natural Fibers and Straw,http://n2t.net/ark:/65665/3bb26b41d-2142-4dd7-a9f3-67d82c5d6cd0,"['https://ids.si.edu/ids/deliveryService/id/ark:/65665/m37caf00acd11e4bcd8dfdd5f8b17288ce/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3d1c1adb9ca9a4ad1ac2d90714c77494f/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3cd5183333f2a41bbb3bdbb97a9808bec/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3815c604770e04477b697113e1c15029d/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3cf2a3a0d9a664003bb7d1397fa705bcf/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m308cb7c6b6c134be2a47c3e98894cb382/640']","['https://ids.si.edu/ids/deliveryService/id/ark:/65665/m37caf00acd11e4bcd8dfdd5f8b17288ce/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3d1c1adb9ca9a4ad1ac2d90714c77494f/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3cd5183333f2a41bbb3bdbb97a9808bec/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3815c604770e04477b697113e1c15029d/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3cf2a3a0d9a664003bb7d1397fa705bcf/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m308cb7c6b6c134be2a47c3e98894cb382/640']"
ld1-1643407023501-1643407071610-1,Hat Or Basket,1870s,30 Jul 2020,,Hats,Anthropology,33.1,35.8,52.35,#b18a5a,#906c41,#67341f,#543928,#d4bfa4,,https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3c74341006c23421b93bcade06638073e/640,Natural Fibers and Straw,http://n2t.net/ark:/65665/3686e67d8-5def-43d0-ada1-bb5c972ceafc,"['https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3ca0041d80e9e4a4eb4fe1ead4fbc210b/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3b0f952c369fe4c36ba7a271b7c7b53f0/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3add66c70106a4c83955f34dd2840d81e/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m38e68da9f729f4c7093646c789481d921/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3c74341006c23421b93bcade06638073e/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m38e2258b7a20a441ebb729b1bf33c65f8/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m31c1e151cd6d845298cdf2f2652533b69/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m337dfb8281c684241bdb3272ac7437ead/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3c7abe3405b83422c86bf2c4d48dc40be/640']","['https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3ca0041d80e9e4a4eb4fe1ead4fbc210b/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3b0f952c369fe4c36ba7a271b7c7b53f0/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3add66c70106a4c83955f34dd2840d81e/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m38e68da9f729f4c7093646c789481d921/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3c74341006c23421b93bcade06638073e/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m38e2258b7a20a441ebb729b1bf33c65f8/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m31c1e151cd6d845298cdf2f2652533b69/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m337dfb8281c684241bdb3272ac7437ead/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3c7abe3405b83422c86bf2c4d48dc40be/640']"
ld1-1643407023501-1643407078505-0,Cap,1870s,30 Jul 2020,,Hats,Anthropology,33.91,37.1,51.37,#b18955,#9c7c51,#8d693e,#4d3726,#cda976,,https://ids.si.edu/ids/deliveryService/id/ark:/65665/m31ddd4a9b15e14a6da95347a207220f2b/640,Natural Fibers and Straw,http://n2t.net/ark:/65665/3817fa199-87e1-4af0-b6e8-594301bb926e,"['https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3b81a54e3fcf34b539d7d23bfb8a4949c/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m33629dcc62e014837a69375f93c51ef8e/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m329dfaa689ac9408c96bc88fbb8c757d2/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3f0cc356d9f8d4b908b592411abd39d56/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3d667c1e3134d42cfa3dc684d63c14e18/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m344af5d28a7344c2bb8043b28efbc33e0/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3c38e6c0e727149b1b012a26e5d19aacf/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m31ddd4a9b15e14a6da95347a207220f2b/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3937b0af5339545d78b5d67eccf4eeddf/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m35be44b9ee2f945ffb594f5b2b2bc4d0e/640']","['https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3b81a54e3fcf34b539d7d23bfb8a4949c/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m33629dcc62e014837a69375f93c51ef8e/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m329dfaa689ac9408c96bc88fbb8c757d2/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3f0cc356d9f8d4b908b592411abd39d56/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3d667c1e3134d42cfa3dc684d63c14e18/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m344af5d28a7344c2bb8043b28efbc33e0/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3c38e6c0e727149b1b012a26e5d19aacf/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m31ddd4a9b15e14a6da95347a207220f2b/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3937b0af5339545d78b5d67eccf4eeddf/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m35be44b9ee2f945ffb594f5b2b2bc4d0e/640']"
ld1-1643399134763-1643399189327-0,"Fire Helmet, ""Isaiah Case Hook & Ladder Company No. 6""",1910s,"This Leather & Animal fire helmet was made by Cairns & Brother of New York, New York during the late 19th to early 20th century. This helmet resembles a pith helmet, deviating from the style of the standard fire helmets with elongated rear brim, frontpiece, and metal frontpiece holder. The helmet is painted white with a braided rope across the visor attached to buttons on both sides of the helmet that bear the initials “FD.” The helmet’s elaborate metal frontpiece bears the Roman numerals “VI,” two hexagonal fire hydrants with hoses, an axe, pole lantern, hook, and ladder. According to labels and marks inside the hat, the hat belonged to “Isaiah Case Hook & Ladder Company No. 6,” which was founded in Newark, New Jersey, in 1865.",Leather & Animal (overall material),Fire hats,Fire Helmets,36.0,39.47,50.0,#b1894d,#9c896a,#5c4728,#6c583b,#e8dcca,Leather,https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05150,Leather & Animal,,,https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05150.jpg
ld1-1643406825086-1643406837368-1,Basketry,1920s,"From card: ""... [Woman's] cap.""",,Hats,Anthropology,31.36,36.07,52.16,#b18759,#9c7752,#5a432a,#44352c,#c9a67c,,https://ids.si.edu/ids/deliveryService/id/ark:/65665/m30a619cfcd19843c798281f9c5b8dad3c/640,Natural Fibers and Straw,http://n2t.net/ark:/65665/3b3603ba6-829a-4be7-8b0d-99e98f7d8d77,"['https://ids.si.edu/ids/deliveryService/id/ark:/65665/m319fe7c142c8f49d9b4990059478ee89a/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3f5cb673f4249414b83595beb602f456f/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3cdf4b9f3bbf54d2a8d3cee661bd18736/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m358d83d6f60a240e68d7b392ed6f88b8a/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3055ed423a082485eb7eec50cb851f2db/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m38c6877a689f0441bb1a1cd5c12a86f1b/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m30a619cfcd19843c798281f9c5b8dad3c/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m35ef8875f76a843aeaaabb69663c9357e/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3dd77e9ad18df402abfc33b0e5dca2b26/640']","['https://ids.si.edu/ids/deliveryService/id/ark:/65665/m319fe7c142c8f49d9b4990059478ee89a/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3f5cb673f4249414b83595beb602f456f/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3cdf4b9f3bbf54d2a8d3cee661bd18736/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m358d83d6f60a240e68d7b392ed6f88b8a/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3055ed423a082485eb7eec50cb851f2db/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m38c6877a689f0441bb1a1cd5c12a86f1b/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m30a619cfcd19843c798281f9c5b8dad3c/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m35ef8875f76a843aeaaabb69663c9357e/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3dd77e9ad18df402abfc33b0e5dca2b26/640']"
ld1-1643406825086-1643406850524-0,Medicine Man's Basketry Hat,1930s,"From card: ""Brittle; small section broken out; painted with characteristic designs in red, black, blue, and green."" In a 1937 letter in the accession file, the donor notes that she purchased this ""more than 30 years ago"" and identifies it as from Sitka.",,Hats,Anthropology,28.78,38.58,50.2,#b17e4f,#4a7099,#6d4324,#4c362c,#bc9268,,https://ids.si.edu/ids/deliveryService/id/ark:/65665/m375b18e34fc2a41ceacb4998895e79cdf/640,Natural Fibers and Straw,http://n2t.net/ark:/65665/360fa9d35-6c49-45c5-a8c2-e93d89f319f1,"['https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3a56d5a7a92d844c7a67919cb2562d0dd/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3a56e79bc044c48c4b3a6882f72f0b3cc/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m373d5b82e4fb94f0ca63a864acba1f016/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3466ff14655d441ed968395a40fd348b2/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m325a2b17a6c854ec7955b3c0947de2951/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m37474b4f7fa1345d79f4ecfa6f50a6128/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m375b18e34fc2a41ceacb4998895e79cdf/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m332a226ec3c0f49c6b84d480b84adb53f/640']","['https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3a56d5a7a92d844c7a67919cb2562d0dd/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3a56e79bc044c48c4b3a6882f72f0b3cc/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m373d5b82e4fb94f0ca63a864acba1f016/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3466ff14655d441ed968395a40fd348b2/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m325a2b17a6c854ec7955b3c0947de2951/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m37474b4f7fa1345d79f4ecfa6f50a6128/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m375b18e34fc2a41ceacb4998895e79cdf/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m332a226ec3c0f49c6b84d480b84adb53f/640']"
ld1-1643399134763-1643399189188-0,Hibernia Fire Company Fire Hat,1860s,"Beginning in the late 18th century, some volunteer fire fighters began to wear hats painted with their company’s name to identify themselves at chaotic fire scenes. During the 19th century, these fire hats became more ornate, as portraits of historical figures, patriotic scenes, allegorical images, or company icons were painted alongside the company’s name, motto, or founding date. Made of pressed felt, these “stove-pipe” hats were primarily used in Philadelphia, but other nearby cities such as Baltimore and Washington adopted them as well. Fire hats were personal items with the owner’s initials often painted on the top of the hat. While these hats were worn at fires, they are more colloquially known as “parade hats.” Fire companies commonly marched in the many parades of the period and these ornate hats contributed to the visual culture of their day. These distinguishing features in a company’s regalia often proclaimed the members’ cultural and political identity as well as their position on contested topics such as work, religion and immigration.",painted (overall production method/technique),Fire hats,Art,23.39,39.6,50.0,#b1744d,#a09071,#68442d,#4f3625,#d4c49c,Painted Finishes,https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2006q05123,Painted Finishes,,,https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2006q05123.jpg
